Employee ID,StartDate,StartYear,ExitDate,Title,BusinessUnit,DepartmentType,Division,EmployeeStatus,IsTerminated,TerminationType,TerminationReason,Regrettable,EmployeeType,EmployeeClassificationType,PayZone,Age,AgeBand,TenureYears,TenureBand,State,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost
1215,2020-02-13,2020,,Production Technician II,PL,Production,Aerial,Active,0,,,,Contract,Temporary,Zone C,25,25-34,3.55,3-4 yrs,MA,Fully Meets,2,3,2,3,Communication Skills,External,Incomplete,4,705.45
1216,2023-02-15,2023,2023-04-24 15:22:59.645417335,Production Technician I,PYZ,Production,General - Con,Terminated,1,Voluntary,Work-life balance,Regrettable,Part-Time,Part-Time,Zone B,28,25-34,0.54,<1 yr,MA,Fully Meets,2,2,2,3,Leadership Development,External,Incomplete,1,1695.7
1217,2019-12-03,2019,,Production Technician I,SVG,Production,Wireline Construction,Active,0,,,,Full-Time,Part-Time,Zone B,51,45-54,3.75,3-4 yrs,MA,Fully Meets,3,2,4,4,Customer Service,External,Failed,1,922.19
1218,2018-12-31,2018,,Production Technician I,WBL,Production,General - Con,Active,0,,,,Full-Time,Temporary,Zone B,41,35-44,4.67,4+ yrs,MA,Fully Meets,3,5,4,2,Leadership Development,Internal,Passed,3,1001.49
1219,2020-01-16,2020,,Production Technician I,BPC,Production,Engineers,Active,0,,,,Part-Time,Part-Time,Zone B,45,45-54,3.62,3-4 yrs,MA,Fully Meets,3,3,4,3,Communication Skills,External,Failed,5,573.46
1220,2018-11-20,2018,,Production Technician I,CCDR,Production,Executive,Active,0,,,,Full-Time,Temporary,Zone C,29,25-34,4.78,4+ yrs,MA,Fully Meets,3,5,1,4,Leadership Development,External,Failed,1,1403.22
1221,2022-11-11,2022,2023-04-13 10:00:28.290938224,Production Technician I,EW,Production,Yard (Material Handling),Terminated,1,Voluntary,Relocation,Regrettable,Part-Time,Part-Time,Zone A,27,25-34,0.8,<1 yr,MA,Fully Meets,3,2,4,3,Customer Service,Internal,Failed,4,650.24
1222,2020-12-18,2020,2021-11-23 18:12:46.673619782,Production Technician I,MSC,Production,People Services,Terminated,1,Voluntary,Better opportunity,,Contract,Part-Time,Zone A,41,35-44,2.7,2-3 yrs,MA,Needs Improvement,2,1,1,2,Leadership Development,External,Incomplete,2,1819.95
1223,2021-01-26,2021,,Production Technician I,NEL,Production,Engineers,Active,0,,,,Full-Time,Temporary,Zone C,38,35-44,2.6,2-3 yrs,MA,Fully Meets,3,4,1,2,Project Management,External,Passed,1,1370.61
1224,2021-11-26,2021,,Production Technician I,PL,Production,Wireline Construction,Active,0,,,,Part-Time,Part-Time,Zone B,42,35-44,1.76,1-2 yrs,MA,Fully Meets,3,1,3,3,Project Management,Internal,Completed,5,636.94
1225,2023-05-15,2023,,Production Technician I,PYZ,Production,Finance & Accounting,Active,0,,,,Contract,Part-Time,Zone C,35,35-44,0.3,<1 yr,MA,Fully Meets,3,3,2,2,Customer Service,Internal,Passed,5,466.56
1226,2023-06-20,2023,,Production Technician I,SVG,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,38,35-44,0.2,<1 yr,MA,Needs Improvement,1,1,1,1,Customer Service,Internal,Passed,3,377.18
1227,2019-08-22,2019,,Production Technician I,TNS,Production,Billable Consultants,Active,0,,,,Part-Time,Part-Time,Zone C,40,35-44,4.03,4+ yrs,MA,Fully Meets,3,5,3,2,Communication Skills,External,Failed,3,619.5
1228,2021-08-30,2021,,Production Technician I,WBL,Production,Fielders,Active,0,,,,Contract,Full-Time,Zone B,44,35-44,2.0,2-3 yrs,MA,Exceeds,4,5,4,3,Technical Skills,Internal,Failed,5,972.12
1229,2020-01-27,2020,,Production Technician I,BPC,Production,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone B,45,45-54,3.59,3-4 yrs,MA,Exceeds,2,2,2,2,Customer Service,External,Passed,1,804.27
1230,2022-03-04,2022,2022-10-18 11:26:48.680267579,Production Technician I,CCDR,Production,Wireline Construction,Terminated,1,Voluntary,Retirement,Regrettable,Contract,Temporary,Zone C,23,<25,1.49,1-2 yrs,MA,Fully Meets,2,4,3,3,Communication Skills,External,Completed,1,583.82
1231,2020-03-07,2020,,Production Manager,EW,Production,Wireless,Active,0,,,,Contract,Temporary,Zone B,22,<25,3.49,3-4 yrs,MA,Fully Meets,4,3,3,3,Project Management,External,Failed,1,754.44
1232,2020-03-19,2020,,Production Manager,MSC,Production,People Services,Active,0,,,,Full-Time,Full-Time,Zone B,47,45-54,3.45,3-4 yrs,MA,Fully Meets,4,4,5,5,Leadership Development,Internal,Passed,4,927.07
1233,2022-07-23,2022,2023-04-08 10:18:53.071280277,Production Technician II,WBL,Production,Wireline Construction,Terminated,1,Involuntary,Restructuring,,Full-Time,Part-Time,Zone A,47,45-54,1.11,1-2 yrs,MA,PIP,1,2,1,1,Customer Service,Internal,Failed,3,527.77
1234,2019-10-18,2019,,Production Technician II,NEL,Production,Sales & Marketing,Active,0,,,,Full-Time,Temporary,Zone A,30,25-34,3.87,3-4 yrs,MA,Fully Meets,3,3,2,3,Leadership Development,Internal,Incomplete,1,1359.3
1235,2020-04-14,2020,2023-01-30 01:26:21.749806979,Production Technician II,PL,Production,General - Con,Terminated,1,Voluntary,Work-life balance,Regrettable,Full-Time,Full-Time,Zone B,22,<25,3.38,3-4 yrs,MA,Fully Meets,3,3,1,2,Project Management,Internal,Completed,3,550.25
1236,2018-11-25,2018,,Production Technician II,BPC,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone B,40,35-44,4.77,4+ yrs,MA,Fully Meets,2,3,2,2,Customer Service,External,Passed,2,691.53
1237,2021-03-23,2021,,Production Technician II,CCDR,Production,Yard (Material Handling),Active,0,,,,Part-Time,Part-Time,Zone A,45,45-54,2.44,2-3 yrs,MA,Fully Meets,2,3,1,2,Leadership Development,External,Completed,2,1405.11
1238,2020-10-27,2020,2021-12-31 05:34:48.483910588,Production Technician I,SVG,Production,Engineers,Terminated,1,Voluntary,Better opportunity,Regrettable,Part-Time,Part-Time,Zone B,53,45-54,2.84,2-3 yrs,MA,Fully Meets,4,5,3,5,Leadership Development,Internal,Passed,2,1023.58
1239,2022-06-11,2022,,Production Technician I,TNS,Production,Splicing,Active,0,,,,Part-Time,Temporary,Zone C,41,35-44,1.22,1-2 yrs,MA,Fully Meets,4,5,5,4,Project Management,Internal,Failed,3,728.8
1240,2020-03-19,2020,,Production Technician I,PYZ,Production,Isp,Active,0,,,,Contract,Temporary,Zone B,35,35-44,3.45,3-4 yrs,MA,Fully Meets,3,4,1,3,Communication Skills,External,Incomplete,5,593.55
1241,2019-11-07,2019,,Production Technician I,WBL,Production,Field Operations,Active,0,,,,Contract,Full-Time,Zone B,31,25-34,3.82,3-4 yrs,MA,Needs Improvement,2,4,4,2,Project Management,External,Incomplete,5,974.8
1242,2023-04-24,2023,,Production Technician I,NEL,Production,Wireline Construction,Active,0,,,,Full-Time,Part-Time,Zone C,36,35-44,0.36,<1 yr,MA,Fully Meets,3,5,5,4,Project Management,External,Completed,3,774.26
1243,2020-06-04,2020,2023-02-09 06:02:04.957682000,Production Technician I,PL,Production,General - Con,Terminated,1,Voluntary,Compensation,Regrettable,Contract,Temporary,Zone A,35,35-44,3.24,3-4 yrs,MA,Fully Meets,2,2,2,2,Communication Skills,Internal,Completed,3,439.04
1244,2022-05-23,2022,,Production Technician I,BPC,Production,Isp,Active,0,,,,Part-Time,Full-Time,Zone A,28,25-34,1.28,1-2 yrs,MA,Needs Improvement,1,3,1,2,Technical Skills,External,Completed,5,1330.79
1245,2019-05-17,2019,,Production Technician I,CCDR,Production,Engineers,Active,0,,,,Full-Time,Temporary,Zone B,56,55-64,4.29,4+ yrs,MA,Fully Meets,2,1,2,1,Communication Skills,Internal,Incomplete,4,363.18
1246,2018-09-28,2018,,Production Technician I,SVG,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone B,54,45-54,4.93,4+ yrs,MA,Fully Meets,4,4,4,4,Communication Skills,Internal,Failed,1,406.82
1247,2019-03-04,2019,,Production Technician I,EW,Production,Wireless,Active,0,,,,Part-Time,Part-Time,Zone C,48,45-54,4.5,4+ yrs,MA,Exceeds,5,5,3,3,Customer Service,External,Failed,5,659.39
1248,2021-03-29,2021,,Production Technician I,MSC,Production,Underground,Active,0,,,,Part-Time,Full-Time,Zone B,30,25-34,2.43,2-3 yrs,MA,Exceeds,4,5,5,5,Communication Skills,Internal,Completed,4,433.42
1249,2019-07-07,2019,,Production Technician I,TNS,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,46,45-54,4.15,4+ yrs,MA,Fully Meets,2,2,1,2,Communication Skills,Internal,Incomplete,4,411.24
1250,2018-09-06,2018,,Production Technician I,BPC,Production,General - Sga,Active,0,,,,Contract,Full-Time,Zone B,44,35-44,4.99,4+ yrs,MA,Exceeds,5,4,3,4,Communication Skills,External,Passed,3,598.04
1251,2018-09-25,2018,,Production Technician I,CCDR,Production,Splicing,Active,0,,,,Part-Time,Part-Time,Zone A,43,35-44,4.93,4+ yrs,MA,Fully Meets,4,4,2,1,Communication Skills,External,Completed,5,575.44
1252,2022-03-11,2022,,Production Manager,EW,Production,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone A,48,45-54,1.48,1-2 yrs,MA,Fully Meets,3,4,4,4,Leadership Development,Internal,Passed,1,1448.73
1253,2020-07-13,2020,,Production Manager,MSC,Production,Project Management - Con,Active,0,,,,Part-Time,Part-Time,Zone A,43,35-44,3.13,3-4 yrs,MA,Fully Meets,1,1,1,1,Customer Service,Internal,Incomplete,2,691.65
1254,2020-06-22,2020,,Production Technician II,WBL,Production,General - Con,Active,0,,,,Contract,Full-Time,Zone B,44,35-44,3.19,3-4 yrs,MA,Exceeds,4,4,5,3,Project Management,Internal,Completed,3,817.77
1255,2019-09-30,2019,,Production Technician II,NEL,Production,General - Con,Active,0,,,,Full-Time,Temporary,Zone A,44,35-44,3.92,3-4 yrs,MA,Fully Meets,3,4,3,4,Customer Service,External,Completed,2,627.69
1256,2020-01-08,2020,,Production Technician II,PL,Production,Wireline Construction,Active,0,,,,Contract,Temporary,Zone A,41,35-44,3.65,3-4 yrs,MA,Fully Meets,3,3,3,1,Project Management,Internal,Passed,4,633.13
1257,2021-10-16,2021,,Production Technician II,BPC,Production,Engineers,Active,0,,,,Full-Time,Temporary,Zone B,22,<25,1.88,1-2 yrs,MA,Fully Meets,3,2,3,4,Technical Skills,Internal,Failed,1,1179.55
1258,2022-06-29,2022,,Production Technician II,CCDR,Production,Aerial,Active,0,,,,Full-Time,Temporary,Zone C,37,35-44,1.17,1-2 yrs,MA,Fully Meets,3,2,1,1,Project Management,Internal,Completed,1,697.05
1259,2022-05-01,2022,,Production Technician I,SVG,Production,General - Con,Active,0,,,,Full-Time,Temporary,Zone A,32,25-34,1.34,1-2 yrs,MA,Fully Meets,2,2,2,1,Leadership Development,Internal,Passed,1,1907.33
1260,2018-08-16,2018,,Production Technician I,TNS,Production,Project Management - Con,Active,0,,,,Full-Time,Part-Time,Zone B,28,25-34,5.04,4+ yrs,MA,Fully Meets,2,2,2,2,Leadership Development,Internal,Passed,2,2061.42
1261,2019-12-27,2019,,Production Technician I,PYZ,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone C,53,45-54,3.68,3-4 yrs,MA,Needs Improvement,2,2,1,1,Project Management,External,Completed,3,1065.36
1262,2021-07-01,2021,,Production Technician I,WBL,Production,Engineers,Active,0,,,,Part-Time,Full-Time,Zone A,52,45-54,2.17,2-3 yrs,MA,Fully Meets,4,5,4,3,Communication Skills,Internal,Incomplete,2,318.65
1263,2022-10-20,2022,,Production Technician I,NEL,Production,Shop (Fleet),Active,0,,,,Full-Time,Full-Time,Zone B,48,45-54,0.87,<1 yr,MA,Fully Meets,2,4,3,2,Communication Skills,Internal,Incomplete,5,483.7
1264,2019-02-15,2019,,Production Technician I,PL,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone C,41,35-44,4.54,4+ yrs,MA,Needs Improvement,1,2,2,2,Customer Service,Internal,Completed,5,758.7
1265,2022-01-17,2022,2022-06-20 17:11:42.524814799,Production Technician I,BPC,Production,Field Operations,Terminated,1,Voluntary,Compensation,Regrettable,Part-Time,Full-Time,Zone C,48,45-54,1.62,1-2 yrs,MA,Fully Meets,3,4,2,2,Leadership Development,Internal,Passed,4,987.02
1266,2021-11-14,2021,,Production Technician I,CCDR,Production,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone A,37,35-44,1.8,1-2 yrs,MA,Fully Meets,3,2,1,1,Project Management,Internal,Incomplete,5,1153.96
1267,2020-11-14,2020,,Production Technician I,SVG,Production,General - Con,Active,0,,,,Part-Time,Full-Time,Zone C,39,35-44,2.8,2-3 yrs,MA,Fully Meets,4,2,3,4,Technical Skills,Internal,Completed,1,752.74
1268,2023-02-25,2023,,Production Technician I,EW,Production,General - Con,Active,0,,,,Part-Time,Part-Time,Zone A,27,25-34,0.51,<1 yr,MA,Fully Meets,2,2,1,1,Project Management,External,Passed,5,852.06
1269,2022-08-23,2022,,Production Technician I,MSC,Production,Yard (Material Handling),Active,0,,,,Contract,Full-Time,Zone A,40,35-44,1.02,1-2 yrs,MA,Fully Meets,2,2,1,1,Customer Service,External,Failed,4,742.15
1270,2019-05-01,2019,,Production Technician I,TNS,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone C,39,35-44,4.34,4+ yrs,MA,Fully Meets,3,5,4,3,Leadership Development,External,Incomplete,2,2026.39
1271,2020-04-26,2020,,Production Technician I,PYZ,Production,General - Sga,Active,0,,,,Full-Time,Part-Time,Zone A,27,25-34,3.35,3-4 yrs,MA,Fully Meets,3,4,3,3,Customer Service,Internal,Failed,3,513.82
1272,2021-02-08,2021,,Production Technician I,WBL,Production,General - Eng,Active,0,,,,Full-Time,Temporary,Zone C,37,35-44,2.56,2-3 yrs,MA,Exceeds,5,5,5,3,Technical Skills,Internal,Completed,3,1138.47
1273,2020-10-29,2020,,Production Manager,NEL,Production,General - Sga,Active,0,,,,Contract,Part-Time,Zone A,37,35-44,2.84,2-3 yrs,MA,Fully Meets,4,3,2,3,Technical Skills,External,Passed,1,1729.25
1274,2022-11-22,2022,,Production Manager,PL,Production,Engineers,Active,0,,,,Contract,Full-Time,Zone A,52,45-54,0.77,<1 yr,MA,Fully Meets,2,2,1,1,Project Management,Internal,Passed,2,1021.41
1275,2022-10-11,2022,,Production Technician II,CCDR,Production,Aerial,Active,0,,,,Full-Time,Part-Time,Zone B,44,35-44,0.89,<1 yr,MA,Fully Meets,3,2,4,3,Communication Skills,External,Incomplete,3,518.99
1276,2019-12-28,2019,,Production Technician II,EW,Production,General - Sga,Active,0,,,,Full-Time,Full-Time,Zone A,38,35-44,3.68,3-4 yrs,MA,Fully Meets,3,2,1,2,Communication Skills,Internal,Passed,1,368.1
1277,2019-04-11,2019,,Production Technician II,MSC,Production,Splicing,Active,0,,,,Full-Time,Part-Time,Zone C,41,35-44,4.39,4+ yrs,MA,Fully Meets,4,3,4,3,Communication Skills,Internal,Passed,3,519.79
1278,2020-10-26,2020,,Production Technician II,NEL,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,38,35-44,2.85,2-3 yrs,MA,Exceeds,4,4,2,4,Technical Skills,Internal,Incomplete,1,1139.45
1279,2021-07-09,2021,2023-08-14 14:47:06.713393856,Production Technician II,PL,Production,Field Operations,Terminated,1,Voluntary,Compensation,Regrettable,Part-Time,Full-Time,Zone B,36,35-44,2.15,2-3 yrs,MA,Fully Meets,1,1,1,2,Technical Skills,Internal,Incomplete,4,1167.38
1280,2022-01-12,2022,,Production Technician I,MSC,Production,General - Sga,Active,0,,,,Full-Time,Temporary,Zone C,28,25-34,1.63,1-2 yrs,MA,PIP,1,2,2,1,Leadership Development,External,Failed,4,1498.16
1281,2020-08-07,2020,,Production Technician I,TNS,Production,Finance & Accounting,Active,0,,,,Part-Time,Part-Time,Zone A,37,35-44,3.07,3-4 yrs,MA,Exceeds,3,2,5,2,Project Management,External,Failed,3,1241.73
1282,2021-04-10,2021,,Production Technician I,BPC,Production,Catv,Active,0,,,,Part-Time,Temporary,Zone A,31,25-34,2.39,2-3 yrs,MA,Fully Meets,1,1,3,2,Leadership Development,External,Failed,4,1385.75
1283,2021-01-11,2021,2022-09-07 03:40:11.693752541,Production Technician I,CCDR,Production,General - Eng,Terminated,1,Voluntary,Better opportunity,Regrettable,Full-Time,Full-Time,Zone C,27,25-34,2.64,2-3 yrs,MA,Fully Meets,3,2,3,1,Customer Service,External,Passed,2,733.95
1284,2019-12-08,2019,,Production Technician I,EW,Production,General - Eng,Active,0,,,,Contract,Full-Time,Zone B,43,35-44,3.73,3-4 yrs,MA,Exceeds,4,4,4,4,Communication Skills,External,Passed,1,592.3
1285,2021-09-26,2021,,Production Technician I,MSC,Production,General - Eng,Active,0,,,,Part-Time,Full-Time,Zone C,40,35-44,1.93,1-2 yrs,MA,Exceeds,5,4,1,2,Project Management,External,Completed,4,1130.9
1286,2021-09-09,2021,,Production Technician I,NEL,Production,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,22,<25,1.98,1-2 yrs,MA,Fully Meets,1,2,1,1,Customer Service,Internal,Completed,2,598.51
1287,2020-09-19,2020,2022-06-24 09:32:14.897053429,Production Technician I,PL,Production,General - Con,Terminated,1,Voluntary,Compensation,,Full-Time,Full-Time,Zone A,37,35-44,2.95,2-3 yrs,MA,PIP,1,1,1,1,Technical Skills,External,Passed,1,1179.7
1288,2022-01-11,2022,,Production Technician I,PYZ,Production,Aerial,Active,0,,,,Full-Time,Part-Time,Zone C,45,45-54,1.64,1-2 yrs,MA,Fully Meets,4,4,3,3,Technical Skills,External,Failed,5,1601.18
1289,2019-07-18,2019,,Production Technician I,SVG,Production,General - Con,Active,0,,,,Full-Time,Full-Time,Zone C,47,45-54,4.12,4+ yrs,MA,Fully Meets,3,3,3,1,Leadership Development,Internal,Passed,3,1254.66
1290,2021-04-13,2021,,Production Technician I,TNS,Production,General - Sga,Active,0,,,,Full-Time,Full-Time,Zone A,46,45-54,2.38,2-3 yrs,MA,Fully Meets,2,1,2,3,Leadership Development,External,Failed,4,1463.41
1291,2023-06-17,2023,,Production Technician I,WBL,Production,Engineers,Active,0,,,,Contract,Temporary,Zone B,36,35-44,0.21,<1 yr,MA,Fully Meets,2,1,3,3,Technical Skills,Internal,Completed,3,827.67
1292,2018-10-27,2018,,Production Technician I,BPC,Production,Engineers,Active,0,,,,Full-Time,Part-Time,Zone A,32,25-34,4.85,4+ yrs,MA,Fully Meets,2,2,1,1,Customer Service,Internal,Failed,5,730.54
1293,2021-06-01,2021,,Production Technician I,CCDR,Production,Wireline Construction,Active,0,,,,Contract,Full-Time,Zone B,28,25-34,2.25,2-3 yrs,MA,Fully Meets,4,4,4,2,Project Management,Internal,Failed,2,809.81
1294,2023-04-07,2023,,Production Manager,EW,Production,Wireline Construction,Active,0,,,,Part-Time,Part-Time,Zone B,39,35-44,0.4,<1 yr,MA,Needs Improvement,2,1,1,2,Technical Skills,Internal,Completed,3,985.01
1295,2021-06-13,2021,,Production Technician II,PYZ,Production,General - Con,Active,0,,,,Full-Time,Full-Time,Zone A,41,35-44,2.22,2-3 yrs,MA,Fully Meets,4,4,4,3,Communication Skills,Internal,Completed,5,350.0
1296,2019-03-13,2019,,Production Technician II,WBL,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone B,50,45-54,4.47,4+ yrs,MA,Fully Meets,3,3,3,4,Communication Skills,External,Failed,2,706.16
1297,2019-05-24,2019,,Production Technician II,NEL,Production,Isp,Active,0,,,,Part-Time,Temporary,Zone A,48,45-54,4.27,4+ yrs,MA,Fully Meets,2,2,3,5,Project Management,External,Passed,3,1327.97
1298,2023-02-25,2023,,Production Technician II,PL,Production,General - Con,Active,0,,,,Part-Time,Temporary,Zone B,35,35-44,0.51,<1 yr,MA,Fully Meets,3,2,3,3,Project Management,Internal,Failed,3,950.16
1299,2020-03-24,2020,,Production Technician II,BPC,Production,Aerial,Active,0,,,,Contract,Full-Time,Zone B,27,25-34,3.44,3-4 yrs,MA,Needs Improvement,3,4,3,2,Project Management,External,Failed,3,1094.91
1300,2021-06-12,2021,,Production Technician II,CCDR,Production,Field Operations,Active,0,,,,Contract,Temporary,Zone B,35,35-44,2.22,2-3 yrs,MA,Fully Meets,3,4,3,4,Technical Skills,Internal,Passed,4,1202.04
1301,2019-03-22,2019,,Production Technician I,MSC,Production,Field Operations,Active,0,,,,Part-Time,Temporary,Zone B,41,35-44,4.45,4+ yrs,MA,Exceeds,4,5,3,2,Communication Skills,Internal,Completed,1,370.74
1302,2021-03-08,2021,,Production Technician I,TNS,Production,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,36,35-44,2.48,2-3 yrs,MA,Fully Meets,4,4,3,4,Project Management,Internal,Completed,2,852.76
1303,2020-05-15,2020,,Production Technician I,PYZ,Production,Finance & Accounting,Active,0,,,,Contract,Full-Time,Zone A,33,25-34,3.3,3-4 yrs,MA,Fully Meets,2,4,2,3,Leadership Development,Internal,Failed,3,1237.84
1304,2023-01-24,2023,,Production Technician I,WBL,Production,Safety,Active,0,,,,Full-Time,Part-Time,Zone B,39,35-44,0.6,<1 yr,MA,Exceeds,4,5,4,3,Communication Skills,External,Failed,3,609.09
1305,2021-01-06,2021,,Production Technician I,NEL,Production,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,33,25-34,2.65,2-3 yrs,MA,Fully Meets,3,2,2,2,Technical Skills,Internal,Incomplete,3,757.62
1306,2021-04-16,2021,,Production Technician I,PL,Production,Project Management - Con,Active,0,,,,Part-Time,Part-Time,Zone B,32,25-34,2.38,2-3 yrs,MA,Fully Meets,2,3,2,5,Technical Skills,External,Completed,4,1984.64
1307,2021-09-22,2021,2023-02-17 22:59:47.838186931,Production Technician I,BPC,Production,Engineers,Terminated,1,Voluntary,Work-life balance,Regrettable,Contract,Full-Time,Zone A,40,35-44,1.94,1-2 yrs,MA,Fully Meets,3,3,4,2,Technical Skills,Internal,Completed,3,1405.12
1308,2022-06-28,2022,,Production Technician I,CCDR,Production,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone C,33,25-34,1.18,1-2 yrs,MA,Fully Meets,4,2,3,3,Leadership Development,External,Failed,5,1371.96
1309,2020-08-17,2020,,Production Technician I,SVG,Production,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone C,40,35-44,3.04,3-4 yrs,MA,Needs Improvement,3,2,2,2,Technical Skills,External,Incomplete,3,1572.74
1310,2023-04-03,2023,,Production Technician I,EW,Production,General - Con,Active,0,,,,Part-Time,Full-Time,Zone B,39,35-44,0.41,<1 yr,MA,Fully Meets,3,2,3,2,Project Management,Internal,Failed,4,627.44
1311,2023-05-26,2023,,Production Technician I,MSC,Production,Engineers,Active,0,,,,Full-Time,Part-Time,Zone C,26,25-34,0.27,<1 yr,MA,Fully Meets,3,2,1,1,Leadership Development,Internal,Failed,1,1269.01
1312,2021-04-10,2021,,Production Technician I,TNS,Production,General - Eng,Active,0,,,,Full-Time,Full-Time,Zone B,33,25-34,2.39,2-3 yrs,MA,Fully Meets,2,1,1,1,Communication Skills,Internal,Incomplete,4,289.62
1313,2023-04-18,2023,,Production Technician I,PYZ,Production,Field Operations,Active,0,,,,Contract,Part-Time,Zone C,48,45-54,0.37,<1 yr,MA,Fully Meets,4,2,2,2,Leadership Development,Internal,Failed,5,1185.96
1314,2021-10-13,2021,2022-11-27 15:39:23.120366109,Production Technician I,WBL,Production,General - Con,Terminated,1,Involuntary,Attendance,,Contract,Full-Time,Zone C,27,25-34,1.88,1-2 yrs,MA,Fully Meets,2,2,1,3,Project Management,Internal,Failed,4,751.08
1315,2020-10-10,2020,,Sr. Accountant,NEL,Admin Offices,Splicing,Active,0,,,,Part-Time,Temporary,Zone A,22,<25,2.89,2-3 yrs,MA,Fully Meets,2,2,2,1,Communication Skills,External,Incomplete,4,714.87
1316,2019-01-20,2019,,President & CEO,CCDR,Executive Office,Aerial,Active,0,,,,Part-Time,Full-Time,Zone A,23,<25,4.61,4+ yrs,MA,Fully Meets,4,2,4,4,Technical Skills,External,Passed,5,1914.05
1317,2021-05-09,2021,,Sr. Accountant,MSC,Admin Offices,Aerial,Active,0,,,,Full-Time,Part-Time,Zone A,38,35-44,2.31,2-3 yrs,MA,Fully Meets,3,3,4,5,Communication Skills,External,Completed,5,787.03
1318,2023-07-29,2023,,Administrative Assistant,WBL,Admin Offices,Field Operations,Active,0,,,,Contract,Temporary,Zone B,36,35-44,0.09,<1 yr,MA,Fully Meets,3,3,3,3,Communication Skills,External,Completed,4,715.07
1319,2019-08-24,2019,,Accountant I,EW,Admin Offices,Finance & Accounting,Active,0,,,,Part-Time,Temporary,Zone C,37,35-44,4.02,4+ yrs,MA,Exceeds,4,3,5,4,Project Management,Internal,Passed,1,832.26
1320,2018-12-25,2018,,Administrative Assistant,WBL,Admin Offices,Wireline Construction,Active,0,,,,Part-Time,Full-Time,Zone B,49,45-54,4.68,4+ yrs,MA,Fully Meets,4,2,1,1,Leadership Development,External,Failed,3,1809.66
1321,2021-05-27,2021,,Accountant I,TNS,Admin Offices,Project Management - Con,Active,0,,,,Contract,Full-Time,Zone A,22,<25,2.26,2-3 yrs,MA,Fully Meets,3,2,1,1,Customer Service,Internal,Passed,5,557.16
1322,2023-02-02,2023,,Accountant I,TNS,Admin Offices,Executive,Active,0,,,,Full-Time,Full-Time,Zone B,40,35-44,0.58,<1 yr,MA,Exceeds,4,5,4,3,Customer Service,External,Completed,1,567.63
1323,2022-12-06,2022,2023-05-02 08:57:36.260741243,Administrative Assistant,PL,Admin Offices,Aerial,Terminated,1,Voluntary,Better opportunity,Regrettable,Full-Time,Temporary,Zone B,50,45-54,0.74,<1 yr,MA,Fully Meets,3,3,3,1,Customer Service,Internal,Incomplete,2,639.12
1324,2021-07-23,2021,,Accountant I,MSC,Admin Offices,General - Con,Active,0,,,,Part-Time,Part-Time,Zone A,28,25-34,2.11,2-3 yrs,MA,Exceeds,4,5,5,3,Project Management,Internal,Completed,2,928.45
1325,2019-11-16,2019,2021-11-06 07:59:01.589625484,Accountant I,TNS,Admin Offices,Engineers,Terminated,1,Voluntary,Better opportunity,Regrettable,Contract,Temporary,Zone B,35,35-44,3.79,3-4 yrs,MA,Fully Meets,3,3,2,3,Project Management,External,Completed,5,1263.93
1326,2020-03-08,2020,,Sr. Network Engineer,PYZ,Admin Offices,General - Eng,Active,0,,,,Full-Time,Temporary,Zone A,32,25-34,3.48,3-4 yrs,MA,Fully Meets,3,4,5,3,Leadership Development,External,Completed,5,1119.17
1327,2019-01-14,2019,,Sr. Network Engineer,WBL,Admin Offices,Engineers,Active,0,,,,Part-Time,Temporary,Zone B,31,25-34,4.63,4+ yrs,MA,Fully Meets,3,4,4,3,Leadership Development,Internal,Incomplete,3,1356.13
1328,2020-02-29,2020,,Sr. Network Engineer,NEL,IT/IS,Executive,Active,0,,,,Part-Time,Full-Time,Zone C,35,35-44,3.5,3-4 yrs,MA,Fully Meets,2,4,3,3,Customer Service,Internal,Completed,3,623.19
1329,2022-11-25,2022,2023-08-21 20:51:27.421461688,Software Engineer,PL,Software Engineering,Field Operations,Terminated,1,Voluntary,Career growth,Regrettable,Contract,Part-Time,Zone B,49,45-54,0.77,<1 yr,MA,Fully Meets,1,3,2,2,Project Management,External,Failed,5,1103.97
1330,2022-09-15,2022,,Accountant I,MSC,Admin Offices,General - Con,Active,0,,,,Full-Time,Part-Time,Zone A,52,45-54,0.96,<1 yr,MA,Fully Meets,2,4,3,2,Project Management,Internal,Failed,3,749.32
